Item,PRO1Gender,PRO2City,PRO3Age,PRO4Marital,PRO5Retirement,PRO6Religion,PRO7Education,PRO8AnnualIncome,PRO9Career,PRO10CommunityCare,PRO11Long-termCare,PRO12LivingWithChildren,PRO131RetirementIncome,PRO132RetirementIncome,PRO133RetirementIncome,PRO134RetirementIncome,SA11,SA12,SA13,SA14,SA15,SA16,SA21,SA22,SA23,SA24,SA25,SA31,SA32,SA33,SA34,SA35,GR1,GR2,GR3,GR4,GR5,GR6,GR7,GR8,SAT1,SAT2,SAT3,SAT4,SAT5,SAT6,SAT7,SAT8,SAT9,SAT10,SAT11,SAT12,PP1,PP2,PP3,PP4,PP5,PP6,PP7,PP8,PP9,PP10,PP11,CB1,CB2,CB3,CB4,CB5,CB6,CB7,FI1,FI2,FI3,FI4,FI5,FI6,FI7,FI8
514,1,1,3,3,1,2,1,2,8,0,0,1,1,2,3,99,4,5,2,1,5,5,5,5,2,5,1,5,5,5,5,5,5,5,5,5,5,5,4,5,5,4,1,1,2,1,1,5,5,2,5,4,2,1,1,1,1,1,1,1,1,1,1,4,4,4,2,5,5,0,0,2,4,4,0,0, , 
515,2,2,2,3,1,6,2,5,10,0,0,1,3,99,99,99,4,3,3,4,2,4,4,5,1,4,1,5,5,1,3,1,5,5,5,4,5, ,5,2,2,2,2,1,3,5,5,5,5,2,4,2,1,1,1,1,1,5,1,1,1,1,1,5,5,4,1,1,1,0,1,0,0,0,2,0,5,7
516,1,13,3,1,1,2,2,1,6,0,0,0,1,3,99,99,5,5,4,1,5,4,4,4,4,4,2,4,4,2,4,4,5,5,4,4,4,4,4,4,4,4,4,4,4,1,4,4,4,4,4,4,1,1,1,1,1,2,1,1,1,1,1,4,4,4,4,4,4,0,2,0,0,0,0,0,0,0
517,1,14,1,1,1, ,3,1,2,0,0,0,1,99,99,99,2,5,5,5,5,5,5,5,5,5,5,5,4,1,1,1,5,5,5,5,5,5,4,5,2,4,5,4,2,5,5,1,1,2,4,2,1,1,1,1,1,5,1,1,1,1,1,4,4,5,5,1,4,0,1,1,2,1,0, ,0,0
518,2,2,1,3,1,6,3, ,1,0,0,1,2,4,99,99,1,4,4,4,5,2,5,5,5,5,1,3,2,2,1,1, , ,5,5, ,5, ,1,1,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,4,4,1,2,1,1,0,1,4,4,1, ,0,3, 
519,2,11,1,1,1,2,1, ,10,0,0,1,2,99,99,99,2,5,5,4,4,4,4,4,4,4,2,5,5,4,2,4,4,4,4,4,4,4,5,4,4,4,4,4,4,5,4,4,4,4,4,4,1,1,1,1,1,2,1,1,1,1,1,4,4,4,5,2,4,0,0,0,0,0, , , , 
520,1,3,1,1,1,2,4,1,3,0,0,0,3,4,99,99,5,4,4,2,2,4,4,4,2,4,4,5,4,2,4,4,4,5,4,4,4,4,4,4,4,4,4,1,4,5,4,2,5,4,2,4,1,1,1,1,1,4,1,1,1,1,1,4,4,4,5,2,2,0,0,0,0,0,1,0,0,0
521,2,10,4,3,0,2,1,2,7,0,0,1,2,99,99,99,1,4,4,2,2,2,4,4,4,2,2,5,5,5,5,5,4,4,4,4,4,5,5,5,5,4,5,4,2,4,4,2,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,4,4,5,5,2,4,4,0,0,0,0, , ,0,0
522,2,1,1,1,1,2,2,2,9,0,0,0,1,99,99,99,2,2,4,2,5,5,5,5,5,5,5,5,5,2,4,2,4,4,4,4,4,2, ,5,1,4,4,2,2,2,2,4,4,2,4,1,1,1,1,1,1,2,1,1,1,1,1,4,4,5,2,2, ,0,3,0,0,0, , ,5, 
523,1,3,3,1,1,6,4,2,12,0,0,0,3,99,99,99,1,5,5,1,4,4,5,5,5,5,4,4,5,2,4,1,4,5,5,4,5,4,4,4,5,5,5,5,5,5,4,2,2,5,5,4,1,1,1,1,1,2,1,1,1,1,1,4,4,5,5,4,5,0,0,0,0,0,0,0,0,0
524,1,1,3,4,1,6,1,3,7,0,0,1,1,2,99,99,5,1,2,2,2,4,5,5,5,5,1,5,4,1,1,1,1,1,1,1,1,1,1,4,4,3,5,5,1,5,2,2,5,4,5,4,1,1,1,1,1,5,1,1,1,1,1,2,5,1,2,1, ,0, ,0,0,0, , ,5, 
525,1,4,2,1,1,2,3,1,1,0,0,0,1,99,99,99,5,5,5,2,4,4,5,5,4,4,4,5,5,4,5,2,2,2,5,4,5,2,4,4,4,4,4,4,2,4,4,4,4,4,4,2,1,1,1,1,1,1,1,1,1,1,1,4,4,5,5,5,4,0,2,0,0,0,0,0,0,0
526,1,4,3,1,1,6,3,3,12,0,0,1,3,99,99,99,4,5,5,5,5,5,5,5,4,5,5,4,5,4,4,2,5,4,4,4,5,5,5,5,4,4,5,5,2,5,5,2,5,4,5,2,1,1,1,1,2,4,4,1,1,1,1,4,5,2,5,5,5,0,0,0,0,0,0,0,0,0
527,1,6,1,1,1,6,2,5,3,0,0,1,2,99,99,99,4,4,5,2,2,2,4,4,4,5,4,4,4,2,4,2,2,4,4,4,4,4,2,4,4,4,4,4,4,4,4,2,2,4,4,2,1,1,1,1,2,2,2,1,1,1,1,2,4,4,4,2,4,0,6,0,0,0,0,1,0,0
528,1,12,1,1,1,2,4,3,12,0,0,0,2,99,99,99,4,5,5,2,2,5,5,5,5,5,5,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,2,4,2,4,4,4,4,4,1,1,1,1,1,2,1,1,1,1,1,4,4,5,5,4,4,4,9,0,0,0,3,1,0,0
529,1,9,1,1,0,6,2,2,1,0,0,1,1,2,3,4,5,5,5,5,5,4,4,5,4,5,4,5,5,4,5,4,4,4,2, ,5,4,5, ,2,2,4,4,2,4,4,4,4,2,4,2,1,1,1,1,1,2,1,1,1,1,1,4,4,4,4,3,2,0, ,1,2,1,1,4,7, 
530,1,12,1,1,0,6,4,5,7,0,0,1,95,99,99,99,3,4,4,5,4,4,4,5,5,5,5,5,5,2,5,2,5,5,5,4,4,4,4,4,4,4,5,4,4,4,4,1,4,4,4,2,1,1,1,1,1,1,1,1,1,1,1,5,5,4,4,4,4,0, ,0,0,0, , ,5,2
531,2,10,4,3,1,6,1,1,6,0,0,1,1,2,99,99,5,4,2,2,4,4,4,4,4,4,1,5,4,1,4,1,2,1,1,4,1,4,2,4,2,4,5,2,5,5,2,2,2,2,5,2,1,1,1,1,1,1,1,1,1,1,1,4,4,4,5,2,2,3,0,0,0,0,0,0,0,0
532,2,3,2,1,1,2,1,1,9,0,0,0,1,2,99,99,5,5,4,1,1,4,5,5,1,1,1,4,5,1,2,2,4,4,4,2,1,4,2,2,4,4,4,4,2,4,4,4,4,2,4,4,1,1,1,1,1,2,1,1,1,1,1,4,4,4,5,2,2,2,1,0,0,0,0,0,0,0
533,2,1,2,3,1,6,1, ,11,0,0,1,1,99,99,99,1,5,4,4,2,5,5,5,4,5,2,5,5,4,2,4,4,4,4,4,4,4,4,5,3,3,4,4,2,4,4,4,5,2,4,2,1,1,1,1,1,2,1,1,1,1,1,4,4,4,4,2,2,0, ,0,0,0,0,0,0,0
534,1,8,1,1,1,6,3,5,1,0,0,1,2,3,99,99,5,4,2,2,2,4,4,5,4,4,2,5,4,2,4,2,1,4,4, ,4,1,2,2,4,4,2,4,4,4,2,2,4,4,2,2,1,1,1,1,1,2,1,1,1,1,1,5,4,2,2,2,2,0,6,0,0,0,7,0,0,0
535,2,6,1,1,1,2,2, ,9,0,0,0,3,99,99,99,5,4,5,2,5,5,5,4,4,4,4,5,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,2,5,4,2,2,4,4,4,1,1,1,1,1,2,1,1,1,1,1,2,4,4,4,2,4,0,0,0,0,0,0,0,0, 
536,2,9,1,1,1,6,4, ,10,0,0,1,1,2,3,4,5,4,5,5,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,3,4,3,4,4,4,2,4,3,4,4,1,1,2,1,2,5,1,1,2,1,1,4,2,4,4,2, ,4, ,0,0,0,3,3, , 
537,1,2,2,1,1, ,4,5,7,0,0,1,1,99,99,99,1,5,4,4,4,4,5,4,5,5,4,5,4,2,4,1, ,2,2,5, ,1,1,1,1,4,4,2,4,2,2,4,4,2,4,4,1,1,1,1,1,2,1,1,1,1,1,5,4,4,4,1,2,0, ,0,0,0,0,0,0,0
538,2,10,1,1,0,1,3,1,8,0,0,1,2,99,99,99,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,1,1,2,4,2,1,1,1,1,1,2,1,1,1,1,1,5,4,5,5,5,5,3,1,0,0,0,0,0,0,0
539,1,1,1,1,1,2,1,3,8,0,0,1,2,3,99,99,1,4,4,4,4,4,5,5,5,5,5,5,5,1,5,2,5,5,4,4,5,1,5,4,2,5,5,4,4,2,2,1,4,4,2,4,1,1,1,1,2,4,1,1,1,1,1,5,5,5,5,4,1,0,0,0,0,0,0,0,0,0
540,2,14,2,3,1,6,1, ,9,0,0,1,1,2,3,99,5,2,1,1,4,1,2,5,4,1,5,5,5,1,5,4, ,5,4,5,5,5,4,5,4,5,4,4,4,5,4,1,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,4,4,5,5,4,4,3, ,0,0,0, , , , 
541,1,4,1,1,1,6,3,3,12,0,0,1,4,99,99,99,4,5,5,5,4,5,5,5,4,5,5,5,4,4,4,4,4,4,4,4,4,5,5,4,5,5,5,5,5,4,4,4,5,5,5,4,1,1,1,1,1,2,1,1,1,1,1,5,4,4,4,2,2,0,3,1,4,3,4,3,0,0
542,2,9,4,3,1,6,1,4,9,1,0,1,1,2,99,99,4,2,2,1,5,4,2,4,4,1,4,5,5,2,4,1,1,1,4,5,5,4,4,5,1,4,4,1,1,5,4,4,5,1,5,2,1,1,1,1,1,1,1,1,1,1,1,5,5,4,4,2,4,4, ,0,0,0,0,0, , 
543,2,1,3,1,1, ,5,2,3,0,0,0,95,99,99,99,4,5,5,4,5,4,4,4,5,5,4,5,5,1,4,1,5,5,4,4,4,4,5,4,4,4,3,2,2,4,2,4,4,4,2,4,1,2,1,1,1,2,1,1,1,1,1,4,4,5,2,2, ,0,5,3,4,2,0,0,3,9
544,1,1,2,1,1,6,2,5,12,0,0,0,1,99,99,99,5,4,4,1,4,4,5,5,5,5,5,5,5,3,5,4,4,4,5,5,5,4,4,4,4,5,5,4,4,4,4,3,2,4,4,4,1,2,1,2,4,4,4,1,2,1,1,5,5,4,5,4,4,2,2,0,0,0,0,0,1,1
545,1,14,3,3,1,2,4,5,12,1,0,0,1,2,3,4,5,5,5,5,5,5,5,5,5,5,4,5,5,2,5,4,2,4,4,5,5,5,5,5,5,5,5,5,5,5,5,1,1,5,5,5,1,1,1,1,1,4,4,1,2,1,1,5,5,5,4,4,4,1,1,0,0,0,4,3, ,9
546,2,1,1,1,1,2,4,5,10,0,0,1,4,99,99,99,2,5,5,2,5,4,5,5,4,5,5,5,5,2,5,3,4,4,5,5,5,5,4,4,5,5,5,5,4,4,2,2,4,5,5,2,1,1,1,1,1,4,1,1,1,1,1,5,5,5,5,4,4,0,1,0,0,0, ,5,9,6
547,2,14,1,1,1,2,3, ,12,0,0,0,4,99,99,99,5,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,4,2,2,4,4,4,4,4,4,4,4,4,4,2,2,4,4,4,2,1,1,1,1,4,2,1,1,1,1,4,4,4,4,4,4,4, , , , , ,0, , 
548,1,3,1,1,0,2,3,2,11,0,0,0,95,99,99,99,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,4,4,4,4,4,2,4,4,2,2,4,4,4,1,1,1,1,1,4,1,1,1,1,1,4,5,5,4,4,4,0,2,2,3,4,0,0,0,0
549,2,2,2,3,1, ,2, ,10,0,0,1,3,4,99,99,5,5,5,5,4,4,5,5,2,4,5,5,4,4,2,2, ,2,2,4, , , , ,4,4,4,4,2,5,4,2,2,4,5,4,1,1,1,1,1,1,1,1,1,1,1,4,4,5,2,2, ,0,0,0,0,0, ,0, , 
550,2,7,1,1,1,6,2,2,1,0,0,0,1,3,4,99,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,1,1,1,1,1,2,1,1,1,1,1,4,4,4,2,2,4,1,1,0,0,0, ,3,5,2
551,1,4,1,1,1,6,4,5,1,0,1,1,1,2,4,99,5,5,4,2,4,4,4,4,4,4,4,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,1,1,1,1,1,2,1,1,1,1,1,5,4,4,4,2,2,4, ,0,0,0, ,0,5,9
552,1,3,1,1,0,2,5,5,12,0,0,1,95,99,99,99,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,5,5,5,5,5,5,4,2,4,4,2,5,5,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,4,5,5,5,5, ,0,3,6,4,2, , ,6, 
553,2,4,1,3,1,4,4,3,12,0,0,1,2,3,4,99,5,4,5,4,4,4,5,5,4,4,5,5,4,5,5,5,5,5,5,5,5,5,4,4,4,4,4,2,4,4,2,2,2,4,4,4,1,1,1,2,1,1,2,1,2,1,1,4,4,5,5,4,4,4,1,0,0,0,1,0,1,0
554,1,4,2,1,1, ,5,4,12,0,0,1,2,3,99,99,5,5,5,5,1,4,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,1,2,4,5,5,1,1,1,1,1,1,4,1,1,1,1,5,5,5,5,4, ,2,4,2,4,2,5,0,9,0
555,1,11,3,1,1,6,2,2,2,0,0,0,3,99,99,99,5,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,5,5,5,1,1,1,2,4,1,1,1,1,1,1,5,5,5,5,5,4,0,2,0,0,0,0,0,0,0
556,2,10,2,1,1,6,4, ,12,0,0,1,3,99,99,99,5,5,5,5,4,5,4,5,5,5,5,5,5,5,5,2,5,5,5,5,5,5,2,5,5,5,5,5,5,5,3,2,2,5,5,4,1,1,1,1,1,1,4,1,1,1,1,4,5,5,4,2,4,0, ,0,0,0, , , , 
557,1,5,1,1,0,4,2,4,1,0,0,1,1,2,99,99,5,4,4,2,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,2,4,4,2,2,4,2,4,4,4,2,2,2,4,4,1,1,1,1,1,2,1,1,1,1,1,4,4,2,2,2,4,0,2,0,0,0,0,2,0,0
558,1,9,3,3,1,6,1, ,1,0,0,1,95,99,99,99,1,3,5,4,4,2,2,4,2,4,2,4,4,2,5,2, ,4, ,5,2,1,1,4,2,2,4,1,2,1,2,2,5,2,4,4,1,1,1,1,1,1,1,1,1,1,1,5,4,5,5,2,3,0,0,0,0,0,0,0,0,0
559,2,6,1,3,0,6,1, ,9,0,0,1,2,99,99,99,5,5,4,2,5,5,5,5,5,5,2,5,4,2,4,2,1,2,4,4,4,2,2,2,4,4,4,2,4,4,4,4,2,4,4,4,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,2,2,0,2,0,0,0, ,0, ,5
560,2,2,2,3,1,6,1,3,10,0,0,1,95,99,99,99,1,4,4,2,2,4,4,4,4,4,4,5,4,1,4,1,4,4,4,4,4,4, ,4,3,4,4,2,1,2,2,2,4,2,4,4,1,1,1,1,1,2,1,1,1,1,1,4,4,4,1,2,2,0,0,0,0,0,0,0,0,0
561,1,18,1,1,0,2,3,3,7,0,0,1,95,99,99,99,5,5,5,1,1,1,5,1,1,4,5,5,4,4,4,1,5,5,4,4,4,5,4,4,2,2,2,1,1,5,5,5,5,1,4,1,1,1,1,1,1,2,1,1,1,1,1,4,4,4,5,2,2,0,0,0,0,0,0,0,0,0
562,1,10,3,1,1,6,2,3,9,0,0,1,1,2,99,99,4,5,5,4,5,4,5,5,4,5,5,5,5,4,4,4,4,4,5,5,4,4,2,4,2,4,4,4,2,4,2,4,4,2,4,4,1,1,1,1,2,2,2,1,1,1,1,4,5,5,5,2,2,0,0,0,0,0,3,0,0,0
563,1,1,1,1,0,2,1,1,9,0,0,0,1,3,99,99,5,4,4,5,4,5,5,5,4,4,4,5,4,5,4,4,4,4,4,4,4,4,4,4,2,2,4,4,4,5,4,4,5,4,4,4,1,1,1,1,1,2,1,1,1,1,1,2,4,4,4,1,2,4,1,1,4,2,0,0,2,1
564,2,2,1,1,1,2,4,2,1,0,0,1,2,3,4,99,4,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,4,5,5,4,4,5,5,4,4,5,5,5,4,5,4,1,4,4,5,4,1,1,1,1,1,1,2,1,1,2,1,5,5,5,2,2,4,0,1,0,0,0,3,0, ,0
565,1,3,1,1,1,6,4,5,3,0,0,1,1,2,3,99,5,5,5,1,2,5,5,5,5,5,5,5,5,4,5,4,4,5,5,5,4,4,4,5,5,5,5,4,5,4,4,1,4,4,4,4,1,1,1,1,2,2,1,1,1,1,1,5,4,4,4,4,4,4,4,0,0,0,0,0,0,0
566,2,6,1,4,1,2,2, ,5,0,0,0,2,99,99,99,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,4,5,2,4,4,4,1,5,4,2,2,4,4,4,1,1,1,1,1,4,1,1,1,1,1,4,5,5,4,2,4,0,0,0,0,0,0,0,0,0
567,1,3,1,1,1,2,1,1,8,0,0,0,1,99,99,99,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,4,4,4,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,2,2,0,0,0,0,0,2,0,0,0
568,2,6,1,1,1,6,1, ,3,0,0,1,4,99,99,99,3,5,4,2,4,4,4,4,2,3,4,4,4,3,4,4,5,4,5,5,5,5,5,5,3,4,2,2,1,5,2,5,4,4,2,3,1,1,1,1,1,4,1,1,1,1,1,4,5,5,4,4,4,1,0,0,0,0, ,0,0,0
569,2,3,1,1,1,2,3, ,1,0,0,1,2,99,99,99,5,5,4,2,2,4,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,2,2,5,5,4,1,1,1,1,1,4,4,2,1,1,1,5,5,4,5,4,5,0,0,0,0,0,0,0,0,0
570,2,1,2,1,1, ,3, ,4,1,0,0,3,99,99,99,1,5,5,2,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,4,4,5,4,5,5,5,5,5,5,4,5,2,2,5,5,5,1,1,1,1,1,1,1,1,1,1,1,5,5,5,4,4,2,4,1,0,0,0,0,0,0,0
571,1,3,1,1,0,6,3,2,5,1,0,1,2,4,99,99,5,4,5,4,4,4,5,4,4,4,4,4,5,5,5,5,4,5,4,4,4,5,4,5,4,4,4,4,4,3,4,2,4,4,4,4,1,1,1,1,4,2,2,1,1,1,1,4,4,4,5,4,4,4,1,1,4,2,1,0, ,1
572,1,12,3,1,1,6,3,2,11,1,0,1,1,3,99,99,1,5,5,5,5,5,5,5,2,5,5,5,5,4,5,5,5,5,5,4,5,5,5,5,4,4,4,2,2,4,4,2,4,4,5,5,1,1,1,1,1,2,1,1,1,1,1,2,4,5,5,1,1,0,0,0,0,0,0,0,0,0
573,2,2,1,1,1,4,4,3,12,0,0,1,3,4,99,99,5,5,5,5,5,4,5,5,5,5,5,4,4,5,5,5,5,5,5,5,5,5,2,5,4,4,4,5,4,4,4,2,2,4,4,4,1,1,1,1,5,5,2,1,1,1,1,4,4,5,5,2,4,2,2,0,0,0,2,2,2,0
574,2,3,4,3,1,2,1,2,6,1,0,1,2,99,99,99,5,4,4,2,1,4,1,1,1,1,4,4,4,1,2,1,5,5,5,5,4,5,1,5,4,4,4,2,1,4,1,2,5,4,4,4,1,1,1,1,1,1,1,1,1,1,1,5,5,5,4,2,5,4,2,0,0,0,0,0,0,0
575,1,2,2,1,1,6,4, ,12,0,0,0,1,2,3,99,5,5,5,2,3,4,5,5,4,5,1,5,5,2,4,5,5,5,5,5,5,5,1,5,4,4,4,4,5,3,4,3,2,2,4,4,1,1,1,1,1,5,1,1,1,1,1,4,5,5,5,1,1,0, ,0,0,0,0,0,0,0
576,2,4,2,3,1,2,4,5,12,0,0,1,2,3,99,99,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,5,5,4,4,5,4,4,4,4,4,5,5,2,4,4,4,2,1,1,1,1,1,2,2,1,2,2,1,5,5,4,5,4,4,0,4,0,0,0,1,0,3,3
577,2,12,1,1,0,2,1,1,10,0,0,0,2,3,99,99,5,4,4,4,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,2,2,4,2,2,2,1,1,1,1,1,1,2,1,1,1,1,2,4,5,4,2,2,0,0,1,2,1,0,0,0,0
578,1,6,1,1,0,6,3,5,7,0,0,1,1,3,4,99,5,4,4,2,5,4,5,5,4,5,5,5,4,4,4,4,4,4,4,5,4,4,4,4,4,5,4,4,4,4,4,2,2,4,4,2,1,1,1,1,1,2,2,1,2,1,1,5,4,4,2,2,2,0,1,0,0,0,1,0,5,1
579,1,3,2,3,1,2,5,5,12,0,0,1,3,99,99,99,5,5,5,1,5,5,5,5,5,4,4,5,4,5,4,2,1,1,1,1,4,1,1,5,4,5,5,4,5,5,2,2,2,4,5,4,1,1,1,1,1,2,1,1,1,1,1,5,4,5,4,4,4,4,0,0,0,0,0,0,0,0
580,2,10,2,1,1,6,1,1,10,1,0,1,2,99,99,99,1,5,4,2,5,4,5,5,3,2,2,4,5,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,4,1,1,1,1,1,4,4,4,4,2,2,0,0,0,0,0,1,0,0, 
581,2,1,2,1,1,2,1,1,9,0,0,0,1,99,99,99,1,4,4,2,2,4,4,4,4,4,4,4,4,4,4,4,2,2,3,4,4,2,4,4,2,4,4,4,2,2,2,2,2,2,4,4,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,2, ,0,0,0,0,0,0,0,0,0
582,1,2,1,1,1, ,4,3,7,0,0,1,2,3,99,99,5,2,2,2,2,2,5,5,4,5,5,3,5,2,4,1,4,4,4,1,4,4,1,1,2,2,4,4,2,5,3,1,5,2,3,3,1,1,1,1,1,4,1,1,1,1,1,5,2,5,5,1,4,0,9,0,0,0,0,0, , 
583,2,4,1,1,1,6,3,3,5,0,0,0,2,3,4,99,5,4,4,5,5,5,5,5,4,4,4,5,5,1,5,4,5,4,4,4,4,5,2,5,2,2,2,2,2,4,4,2,2,2,4,4,1,1,1,1,1,4,1,1,1,1,1,5,2,4,5,2, ,0,8,0,0,0,9, ,7,5
584,2,4,1,1,1,6,2,1,1,0,0,1,2,4,99,99,4,5,5,5,2,5,5,5,5,5,5,5,5,1,5,1,5,5,4,5,4,4,5,4,4,5,4,5,4,5,3,4,4,4,4,5,1,1,1,1,1,1,1,1,1,1,1,4,3,5,1,1,2,4,0,0,0,0,1,0,5,1
585,2,6,1,1,0,2,3,2,1,0,0,1,3,99,99,99,5,4,5,2,5,4,5,5,5,5,5,5,5,4,2,5,4,4,4,5,5,5,1,4,4,4,4,4,2,5,4,1,4,4,5,4,1,1,1,1,1,4,1,1,1,1,1,5,4,5,5,1, ,0,1,0,0,0,0,0,0,0
586,2,4,2,3,1,4,1,3,10,0,0,1,3,99,99,99,2,5,4,5,5,4,2,2,4,1,1,5,4,1,2,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,4,4,4,5,4,4,0,3,0,0,0,0,0,0,0
587,2,3,1,4,1,2,2, ,4,0,0,1,2,3,99,99,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,2,4,4,4,4,5,2,5,4,2,4,2,4,4,1,1,1,1,1,2,1,1,1,1,1,4,2,5,5,5,4,4, ,0,0,0, ,0,3,0
588,1,12,1,1,1,2,3,2,7,1,0,1,1,3,4,99,5,5,5,2,4,2,5,5,5,5,5,5,4,4,5,5,4,5,4,5,5,5,5,5,4,4,4,4,5,4,5,2,5,2,5,5,1,1,1,1,1,2,1,1,1,1,1,4,4,5,4,4,1,4,1,0,0,0,1,1,3,1
589,2,1,2,1,1,6,3,5,10,0,0,1,1,2,3,4,5,4,4,4,4,4,4,4,4,4,4,4,4,2,4,2,5,5,4,4,4,4,2,4,4,4,5,4,4,4,2,2,2,4,4,4,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,2,1,0,0,0,4,0,0,0
590,2,11,3,1,1,6,1,2,6,0,0,1,1,2,99,99,2,4,4,2,4,2,4,4,2,2,1,5,5,2,4,4,4,4,4,4,4,5,4,4,2,4,4,4,4,4,4,2,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,4,4,5,5,5,4,0,1,0,0,0,0,1,0,0
591,2,6,2,1,1,6,3,2,1,0,0,1,3,99,99,99,5,5,5,4,5,4,5,4,4,5,4,5,4,4,4,2,4,2,4,4,4,4,2,4,4,5,4,4,2,4,4,4,2,4,5,4,1,1,1,1,1,2,2,1,1,1,1,4,4,4,4,2,2,3, ,0,0,0, , ,0, 
592,2,6,2,1,1,2,4,1,2,0,0,0,95,99,99,99,3,4,5,5,4,4,5,5,4,4,2,4,4,4,2,5,5,4,2,5,4,5, ,5,2,2,4,1,4,4,4,2,5,2,2,1,1,1,1,1,1,1,1,1,1,1,1,3,1,5,5,5, ,0,3,0,0,0,0,0,0,0
593,2,1,1,1,1,4,4,5,1,0,0,0,2,4,99,99,4,5,5,4,4,5,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,4,4,4,1,1,1,1,1,1,2,1,1,1,1,4,4,4,4,2,2,0,4,0,0,0,1,1, ,2
594,1,3,2,1,1,6,3,5,12,0,0,1,2,3,4,99,5,5,5,1,5,4,5,5,5,5,5,5,4,5,5,5,2,2,2,2,5,2,2,5,4,4,4,4,2,5,4,1,1,4,4,2,1,1,1,1,1,5,5,1,5,1,2,4,4,5,5,5,5,3,3,2,4,3, ,0, , 
595,2,19,1,1,1,6,1,2,10,0,0,1,2,99,99,99,5,4,2,2,2,2,4,4,2,2,1,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,2,2,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,2,3,4,0,0,0,0,1,0,3,0
596,1,2,5,1,1,6,1, ,12,0,0,1,2,3,99,99,5,5,2,5,5,4,4,4,2,2,2,5,5,2,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,2,5,5,5,1,1,1,5,2,2,5,1,1,1,1,5,5,4,4,2,2,0, , , , , , , , 
597,2,12,1,1,1,1,1,1,7,0,0,0,95,99,99,99,5,4,4,2,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,4,4,2,4,2,2,4,2,4,4,1,1,1,1,1,2,1,1,1,1,1,4,4,4,4,2,2,0,0,0,0,0, ,0,0,0
598,2,6,4,3,1,4,1,5,6,0,0,1,1,99,99,99,4,4,4,5,4,5,2,4,4,2,2,5,5,2,4,5,4,4,2,4,4,4,5,4,4,5,5,5,5,5,4,2,4,4,4,4,1,1,1,1,1,2,1,1,1,1,1,4,5,5,4,4,5,0,1,0,0,0, , , , 
599,1,6,1,1,1,2,4,5,1,0,0,1,2,4,99,99,4,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,5,5,4,5,5,5,2,5,5,4,5,4,4,4,4,2,2,5,4,2,1,1,1,1,1,2,2,1,1,1,1,4,4,5,4,2,4,0,9,6,1, ,9,1,0,0
